gameNumber,successInStatic,isStatic,gameInterval,finalInterval
38,0,0,334,446
39,0,0,334,328
40,0,0,334,258
41,1,1,332,196
42,1,1,327,164
43,1,1,320,131
44,0,1,312,100
45,0,1,307,82
46,1,1,305,48
47,0,1,301,32
48,1,1,301,-3
49,0,1,299,-7
50,0,1,300,-41
51,0,1,303,-63
52,0,1,309,-87
53,0,1,317,-111
54,1,1,326,-143
55,1,1,331,-175
