gameNumber,successInStatic,isStatic,gameInterval,finalInterval
18,0,0,329,280
19,0,0,329,300
20,0,0,329,298
21,0,1,319,294
22,0,1,313,230
23,0,1,311,218
24,0,1,313,196
25,1,1,318,163
26,0,1,320,162
27,1,1,325,130
28,0,1,327,104
29,0,1,331,81
30,1,1,337,50
31,1,1,339,19
32,0,1,338,12
33,0,1,339,11
34,1,1,342,-20
35,1,1,342,-51
36,1,1,339,-82
37,0,1,334,-109
