subId,roundId,group,isTestGame,successInStatic,gameNumber,gameInterval,previousIntervalChange,pressesToSuccess,duration
KH1,12,2,0,0,169,382.72674726,6.22222222,20,3541
KH1,12,2,0,0,170,391.17119170,8.44444444,15,4893
KH1,12,2,0,0,171,401.83785837,10.66666667,13,5128
KH1,12,2,0,1,172,414.72674726,12.88888889,0,10512
KH1,12,2,0,1,173,423.17119170,8.44444444,0,10852
KH1,12,2,0,1,174,427.17119170,4.00000000,0,10946
KH1,12,2,0,1,175,427.17119170,-0.00000000,0,10891
KH1,12,2,0,1,176,423.61563615,-3.55555556,0,10845
KH1,12,2,0,1,177,416.94896948,-6.66666667,0,10599
KH1,12,2,0,1,178,407.17119170,-9.77777778,0,10697
KH1,12,2,0,1,179,394.72674726,-12.44444444,0,10883
KH1,13,2,1,1,180,450.00000000,-12.44444444,0,10565
KH1,13,2,1,1,181,430.00000000,-12.44444444,0,10963
KH1,13,2,1,1,182,410.00000000,-12.44444444,0,10924
KH1,13,2,1,1,183,390.00000000,-12.44444444,0,10683
KH1,13,2,1,1,184,370.00000000,-12.44444444,0,10607
KH1,13,2,1,1,185,350.00000000,-12.44444444,0,10740
KH1,13,2,1,0,186,330.00000000,-12.44444444,15,5632
KH1,13,2,1,1,187,310.00000000,-12.44444444,0,10843
KH1,13,2,1,0,188,290.00000000,-12.44444444,7,9097
KH1,13,2,1,0,189,270.00000000,-12.44444444,12,7714
KH1,13,2,1,0,190,250.00000000,-12.44444444,39,1049
