gameNumber,successInStatic,isStatic,gameInterval,finalInterval
56,0,0,331,454
57,0,0,331,570
58,0,0,331,294
59,0,1,333,292
60,0,1,337,286
61,0,1,342,270
62,0,1,349,254
63,1,1,357,197
64,0,1,361,169
65,1,1,366,140
66,0,1,368,135
67,1,1,372,107
68,0,1,373,103
69,0,1,376,84
70,0,1,380,61
71,1,1,386,34
72,0,1,388,19
73,1,1,392,-8
74,1,1,393,-35
75,1,1,391,-62
